Country Name,Country Code,Cluster (2020),Series Name,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Bangladesh,BGD,1,GDP per capita (current US$),1401.5646351317941,1563.7678186182645,1698.1320807871175,1855.7400942231857,1961.6137487886015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,1,GDP per capita (current US$),16900.048285852245,17391.668908461408,17745.2553725928,18148.497845105412,15373.854703501745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,1,GDP per capita (current US$),5039.6818862849905,5785.670672540682,6360.0624730128375,6837.717826063512,6424.152176427223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,2,GDP per capita (current US$),41984.10303356092,44089.31008751185,47519.55309689431,46591.491606739604,45159.34822297169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,1,GDP per capita (current US$),4856.973248531117,4945.857698672264,5001.422156634331,5078.809944417716,4115.177007956219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,1,GDP per capita (current US$),1087.2873314854749,1136.593871784478,1241.825298009576,1219.515505969046,1291.0409721544083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,3,GDP per capita (current US$),106885.87848932676,111820.58146634728,113023.18559426775,117098.44632547369,107079.47983662739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,1,GDP per capita (current US$),2930.574922700602,3286.5967437668182,3243.477437487184,3322.8633287193356,3000.7793270297607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1,GDP per capita (current US$),3076.6564398936675,3351.124343841254,3548.590780213766,3552.068143215017,3133.0998032150396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1,GDP per capita (current US$),4994.971550934438,5394.268943913825,6070.349081292916,6119.76234462222,6079.738285448379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1,GDP per capita (current US$),6982.917492413027,7296.092141570076,7503.878588364595,7203.064221229976,6404.899931590737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,1,GDP per capita (current US$),8710.063289953521,9928.67589653405,9151.381731615356,8897.55296585529,6796.844542278773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,2,GDP per capita (current US$),27158.405653572412,28571.608291419005,31628.476256600865,31085.961925590083,27442.95382793997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,1,GDP per capita (current US$),7569.4788147675945,8366.293221457476,9446.700771855185,9879.26853313318,10079.203381220315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1,GDP per capita (current US$),688.2506962581966,734.9962679605284,804.5005378215156,796.1152068276757,857.9327296502231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,1,GDP per capita (current US$),260.5652207962697,253.82635406389485,238.78346702017285,228.2135892442269,238.99072585649617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,1,GDP per capita (current US$),3130.9987534063594,3289.902202612809,3616.464537497126,3603.775240584625,3064.272388428195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,1,GDP per capita (current US$),1269.5914989524636,1385.2600661611427,1512.1269888938416,1643.1213887653946,1543.6692575728162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1,GDP per capita (current US$),1413.255956815297,1469.4474998072417,1585.2405344554604,1533.0956880778929,1537.1302183277348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,2,GDP per capita (current US$),42315.60370568059,45129.35643956616,46548.52036008093,46338.34095601271,43294.6481631917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,3,GDP per capita (current US$),78471.62873152609,81513.16302249767,86059.73921684535,91392.64258751665,85082.52685554775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,1,GDP per capita (current US$),402.1916451305018,450.90065785854716,475.9538138648127,467.9080322777979,492.79587119399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,1,GDP per capita (current US$),693.4497674485374,665.9488848591025,726.1510070885486,709.5400431746301,659.2700449778013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,1,GDP per capita (current US$),13753.592148509613,14998.817056321828,15888.144355396988,14741.71440399364,13231.704206938075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,1,GDP per capita (current US$),8094.363366751941,8816.986904519892,9905.342003892534,10143.838171992053,10434.775187483907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1,GDP per capita (current US$),5870.7779572416475,6376.706715526008,6729.583331981685,6424.979492408304,5334.556042339165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,COM,1,GDP per capita (current US$),1273.0509520025519,1323.8148430129384,1428.2904632432228,1401.5423119681425,1420.6617474722111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,1,GDP per capita (current US$),471.3188224634857,467.07423172679006,560.8073582386337,580.7168706453909,543.9503925158028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1,GDP per capita (current US$),2050.993414772321,2169.991503539629,2606.615330783901,2369.7294942910894,1846.1312970869474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,1,GDP per capita (current US$),12011.22275443537,12225.574493140313,12485.423896168044,12693.82795603718,12140.854154575418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,1,GDP per capita (current US$),2013.3814476165073,2111.0265572664453,2314.0509583688104,2276.332393901797,2325.723705022472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,1,GDP per capita (current US$),12527.73985698235,13629.289592246976,15227.560096809613,15311.766903695032,14134.162681119264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,1,GDP per capita (current US$),8060.796597615126,8541.213686437071,8824.194008438417,9125.878679495201,9477.852873267708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,1,GDP per capita (current US$),19555.365849289094,19457.5315232205,19630.893487301913,19701.270377456996,16745.724314017625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,2,GDP per capita (current US$),24605.9208328767,26608.8750916456,29334.1109348657,29206.0767190775,27527.8453055825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,1,GDP per capita (current US$),18575.232027191487,20636.199952434956,23419.735613650162,23660.148806831683,22931.27459756215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,2,GDP per capita (current US$),54663.9983719195,57610.098180113484,61591.92886989581,59775.73509645146,61063.31643042379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,1,GDP per capita (current US$),2802.1662039544576,2914.358196886023,3141.861710590019,3414.916177574596,3425.4841758580333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,1,GDP per capita (current US$),8080.968623411862,7274.517730717002,7687.462963480052,8516.280038951607,7003.8590214723345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,1,GDP per capita (current US$),7280.883610412255,7609.353275340233,8050.644076234162,8282.117130509208,7268.196909659096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,1,GDP per capita (current US$),6060.092961567913,6213.50312736888,6295.934661639924,6222.5246532724805,5600.389614953415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,1,GDP per capita (current US$),3519.8732398108036,2444.2903871844783,2537.125185047117,3019.092283466461,3569.2068412110843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,1,GDP per capita (current US$),3805.9956857443444,3910.254403327174,4052.6247753374223,4167.730938785629,3798.636520823206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,1,GDP per capita (current US$),9250.316493339515,9667.857800934602,10005.616791726818,8419.933336125301,7143.238704971462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,1,GDP per capita (current US$),0.0,0.0,0.0,0.0,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,1,GDP per capita (current US$),18282.923392713106,20387.283147461178,23052.301255958606,23397.12001486938,23027.026995629403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,1,GDP per capita (current US$),3425.5319569284597,3914.418483796032,4105.893682789394,3915.643467236687,3424.2822122311013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,1,GDP per capita (current US$),717.124869806118,768.523015429372,771.5248663494308,855.7608851869029,936.3404610647491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,2,GDP per capita (current US$),56854.10265370599,59993.09062665586,62918.146193612054,64225.26490498367,66152.02285213317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,1,GDP per capita (current US$),5651.272721327723,6101.023889500807,6317.413720151232,6175.890653317131,5057.6319126176095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,2,GDP per capita (current US$),43784.283962209796,46297.4963459994,49964.499909842634,48628.64176210504,48744.9881267787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,2,GDP per capita (current US$),37037.374186121946,38685.25849449535,41572.48500996291,40578.644285053386,39030.360371348164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,1,GDP per capita (current US$),6984.41971208387,7230.434911619791,7959.007267363763,7766.996554229483,6881.715192318309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,1,GDP per capita (current US$),690.7804931527925,679.7550717229605,732.720727318856,772.0459142151394,773.0020701355241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,1,GDP per capita (current US$),4062.169887573793,4357.000935546277,4722.787783217665,4697.983652389845,4266.690794509244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,2,GDP per capita (current US$),42107.5172703074,44542.295204083275,47950.180814204105,46794.89929156027,46208.42947174717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1,GDP per capita (current US$),1971.9569346459884,2074.290732722689,2260.8605672933677,2246.625578164324,2205.5290158584007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,1,GDP per capita (current US$),17911.799377494623,18536.190717843336,19747.34258379349,19133.757763625435,17622.541003350387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2,GDP per capita (current US$),48181.87418806396,50765.69564772328,54270.82230552382,53041.30331019595,54102.12937639987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,1,GDP per capita (current US$),9628.259168902901,10152.832811887234,10466.882211195754,10827.435290507377,9261.551876176962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2,GDP per capita (current US$),36214.00692245379,36601.9198811792,36556.67491102129,38040.586987058785,34624.34012904143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,1,GDP per capita (current US$),4173.301666194739,4454.048149835476,4478.424645509439,4638.634943195106,4603.339616709748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,1,GDP per capita (current US$),732.2915119016617,855.5752705521237,955.1112811367115,1058.1433681735582,1194.0378646944453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,1,GDP per capita (current US$),661.4578386796034,738.5499448907823,802.7673851161555,749.453747028806,727.5201717195616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,1,GDP per capita (current US$),5811.397923625768,6124.953669987585,6145.8192766437705,6609.511279545875,6955.939217177885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,1,GDP per capita (current US$),1290.3805081231756,1369.0637339513708,1479.345826888498,1312.7706360667632,1272.3679920420495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,1,GDP per capita (current US$),2326.297278270415,2436.671635986698,2492.868967691357,2556.4568906845857,2389.0124307710034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,2,GDP per capita (current US$),43731.10682452987,46165.85651159533,48542.681869916094,48354.47336741303,46323.863442438356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,1,GDP per capita (current US$),13107.377913774431,14623.696649231098,16427.37276114784,16735.659779476086,15980.740889649034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,2,GDP per capita (current US$),61987.926362028345,72010.14903162584,74469.80405915591,68941.46222723939,59270.180051048315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,1,GDP per capita (current US$),1732.5542423165914,1980.6670198280233,1996.915087397891,2100.7514606080495,1927.7078230933537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,1,GDP per capita (current US$),3562.8163335218346,3837.5780236263286,3893.85957814877,4135.201531326937,3869.588427045372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,1,GDP per capita (current US$),5253.426560333555,5520.314782139984,3598.4834539612925,3114.6227528406325,2422.4806568277704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,1,GDP per capita (current US$),4550.658637848288,4985.452879429959,5915.850853696438,5980.626917979705,4145.8629363760165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,3,GDP per capita (current US$),62818.96636498051,69601.68388177302,79068.97461167873,80886.61573871042,85267.76474375816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,3,GDP per capita (current US$),82197.12677025999,83477.83428515398,89112.66771585705,86481.55259053393,88211.18364234461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,2,GDP per capita (current US$),37330.26179696802,40774.12960732271,42063.45312748114,43951.247730567746,44168.94363550265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,2,GDP per capita (current US$),30939.71424622977,32326.674211399353,34605.26272520575,33641.63375136222,31714.22094671045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,1,GDP per capita (current US$),4843.749899994008,5070.099503061597,5359.993789396384,5369.498371384904,4664.530242221331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2,GDP per capita (current US$),39400.73935592571,38891.086271685635,39808.168560879276,40777.608697051226,40193.25244483566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,1,GDP per capita (current US$),4175.3566019230075,4231.518279991337,4308.151073899704,4405.487109293909,4282.765824616211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1,GDP per capita (current US$),7714.841843760241,9247.581331296258,9812.626370773956,9812.5958082732,9122.233430216436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1,GDP per capita (current US$),1525.235192249923,1633.4912163929316,1794.0911754468004,1912.6478668034376,1878.5807025134818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,1,GDP per capita (current US$),1584.7380150617507,1640.5712052297433,1727.8450013164352,1601.8618685528538,1653.5402972431461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,2,GDP per capita (current US$),29288.870438983333,31616.84340046831,33422.9442100836,31936.796353472808,31631.469450986566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,1,GDP per capita (current US$),3759.5602460444647,4009.3809868036847,4384.048891731897,4416.108357546356,4346.637930697213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,2,GDP per capita (current US$),27653.157620028134,29759.46747452783,33399.06043658418,32373.2511220507,24811.769710023087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,1,GDP per capita (current US$),1120.6665130084834,1242.7696428202323,1308.14016549619,1374.0321046742079,1173.6113041992583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,1,GDP per capita (current US$),2324.4009170042455,2455.211559448927,2569.093892172514,2635.8000150335856,2629.714582871153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,1,GDP per capita (current US$),14322.022677951427,15656.347491051785,17856.307117197648,17926.84158991897,17726.252935136843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,1,GDP per capita (current US$),7653.73362998424,7819.604670196494,8058.44433692324,7578.172368081708,4649.547646078374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,1,GDP per capita (current US$),1018.9310929194469,1102.9444103788653,1192.4843195181006,1113.3721403358106,875.353432963926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,1,GDP per capita (current US$),740.9149060301021,721.0850440132159,710.2659984195813,672.3404992208409,632.9363856173496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,1,GDP per capita (current US$),4035.1968016999394,5756.699324747752,7877.124609545421,7685.948132483179,3699.2947651431764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,3,GDP per capita (current US$),165642.38627555457,171253.96425379728,180366.7151975748,175813.87559205844,179330.15310389962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,1,GDP per capita (current US$),14998.125059513717,16843.69965469101,19176.812150505022,19575.76848140705,20233.641348084304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,3,GDP per capita (current US$),106826.72644854175,109921.03144358512,117197.48169363024,113218.71334967784,116014.6024968686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,2,GDP per capita (current US$),73545.75823730702,81019.47376665931,87526.07999126345,86197.36569439489,39403.13590733622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,1,GDP per capita (current US$),475.9555568263359,515.2933233732333,523.9459714196604,522.989524271408,471.4914963002524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,1,GDP per capita (current US$),315.77798710007147,506.1372944363988,544.5934353933727,591.8463895566464,636.8205368338472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1,GDP per capita (current US$),9817.787090310092,10259.30480648114,11380.082090047545,11432.822997301837,10412.348983438125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,1,GDP per capita (current US$),9209.443563854786,9577.346945878646,10279.079975161869,10561.613511350777,6924.1057446562545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,1,GDP per capita (current US$),780.7235695280874,830.0215153468857,894.8047765103656,879.0431873008118,862.4530187702519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,2,GDP per capita (current US$),25741.44606136774,28250.697774758926,30672.292243903776,30186.195962197886,27884.64282742511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,1,GDP per capita (current US$),3490.998388857128,3672.5767832842403,3793.550982674793,4073.109829735844,4129.850998412001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,1,GDP per capita (current US$),1536.8548878887666,1587.611263250631,1670.204164528804,1743.3029009376776,1701.9911630490822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,1,GDP per capita (current US$),9681.618566896736,10484.908362041104,11208.343818447358,11097.168977136957,8627.843157119813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,1,GDP per capita (current US$),8744.515559127856,9287.849587323022,9686.984926555855,9950.450080484587,8329.271312639266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,1,GDP per capita (current US$),3014.700358390419,3289.64211697365,3568.291015625,3585.392448884554,3565.293294268003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,1,GDP per capita (current US$),2880.439281292955,3509.693450258144,4230.3630367862,4491.688826938198,4547.059720646712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,3,GDP per capita (current US$),170028.6557178645,167517.05972785602,185978.60925135555,189487.14712837973,173688.18936029158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,1,GDP per capita (current US$),3658.390300309164,3687.100003378108,4156.846969780199,4404.845830202075,4060.9505177003803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,1,GDP per capita (current US$),7028.93657685094,7784.0652899655715,8845.914218872962,8910.650834146129,7677.152225699964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,1,GDP per capita (current US$),2896.72219562665,3035.45443323105,3226.98279356862,3235.00066048238,3058.69168866957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,1,GDP per capita (current US$),428.9266729445289,461.4150941205888,503.3179251711392,506.641639083046,448.5442807049818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1,GDP per capita (current US$),1136.610665458683,1151.1144615506237,1250.1736913066302,1271.111574948601,1467.604281151433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,1,GDP per capita (current US$),4546.986687549575,5367.11467444788,5588.392864119423,5009.685903914014,4179.278065608754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,1,GDP per capita (current US$),9521.042100713834,10339.385479551001,11614.665076831954,11029.735582421332,10580.268188390548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,1,GDP per capita (current US$),899.5235810176342,1048.453755344271,1178.5259324523706,1194.9568757257528,1155.142854403579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,2,GDP per capita (current US$),46007.8529206547,48554.99227617564,53018.62935626958,52476.273253332714,52397.11671295583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,2,GDP per capita (current US$),32391.197218039404,33976.55555406887,36382.48765568099,34788.52928158704,35484.29986721878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,2,GDP per capita (current US$),40080.494113717155,42992.89527388956,43306.07000323725,42755.21626345225,41441.46666670113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,1,GDP per capita (current US$),2107.5740596602045,2159.15671369193,2014.5751887904669,1926.6996939827582,1905.2611515592125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,1,GDP per capita (current US$),500.2149112665352,517.7715722713713,570.7239219535921,554.0993892598545,567.669892261611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,1,GDP per capita (current US$),2176.0027720151456,1968.565398474444,2027.7785486384198,2229.8586518612988,2097.0924728902164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,1,GDP per capita (current US$),5149.589074359059,5450.492880866601,6108.740108316977,6070.388053582747,5917.262575452207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,1,GDP per capita (current US$),21891.184793635537,27584.743514932896,22886.674049464746,20659.64029154213,21072.833097372975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,2,GDP per capita (current US$),70460.56053233217,75496.75405819977,82267.809316159,75719.75289653419,67329.67779109669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1,GDP per capita (current US$),16772.73921348005,17329.185462671874,18947.366495977338,17700.703490071388,14485.386115797337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
